,행정동_코드,기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,점포수,면적 (k㎡),건당_매출액,점포_밀집도
0,11110515,2019,1,4675790356,237169,305,2.57,23701.0,118.0
1,11110515,2019,2,4826602913,288328,280,2.57,20963.6,109.0
2,11110515,2019,3,5054226611,294296,306,2.57,21133.0,119.0
3,11110515,2019,4,5259740378,276138,296,2.57,21326.2,116.0
4,11110515,2020,1,3831066308,201207,280,2.57,19221.6,109.0
5,11110515,2020,2,4730870452,263071,283,2.57,20319.6,110.0
6,11110515,2020,3,4912809663,246114,285,2.57,21529.8,111.0
7,11110515,2020,4,4614333368,224882,284,2.57,22191.6,110.0
8,11110515,2021,1,5052351888,215236,270,2.57,25203.4,105.0
9,11110515,2021,2,5758401246,304010,290,2.57,21042.0,113.0
10,11110515,2021,3,5690299916,307752,290,2.57,21209.6,113.0
11,11110515,2021,4,8582006362,470558,291,2.57,21886.0,113.0
12,11110515,2022,1,7429359827,396055,154,2.57,21375.8,60.0
13,11110515,2022,2,9769473444,490001,158,2.57,23409.2,61.0
14,11110515,2022,3,8535962529,459884,161,2.57,22606.0,62.0
15,11110530,2019,1,74559698081,3137464,2358,1.23,24319.5,1917.0
16,11110530,2019,2,71022270007,3162035,2157,1.23,21741.5,1754.0
17,11110530,2019,3,77015247367,3511470,2420,1.23,22742.333333333332,1966.0
18,11110530,2019,4,86748797245,3702433,2486,1.23,23277.8,2021.0
19,11110530,2020,1,61959156668,2751361,2454,1.23,22359.2,1996.0
20,11110530,2020,2,65730377935,2932904,2420,1.23,22637.4,1967.0
21,11110530,2020,3,62549374390,2841779,2380,1.23,21938.0,1936.0
22,11110530,2020,4,60387306433,2651349,2338,1.23,23223.0,1900.0
23,11110530,2021,1,56209354543,2463449,2247,1.23,23663.2,1827.0
24,11110530,2021,2,70066034950,3120289,2318,1.23,22516.4,1884.0
25,11110530,2021,3,60502995118,3045061,2283,1.23,20284.4,1856.0
26,11110530,2021,4,81365615342,3480606,2252,1.23,23400.6,1830.0
27,11110530,2022,1,63001434955,2790140,1160,1.23,23342.2,943.0
28,11110530,2022,2,91359255992,3738816,1156,1.23,28102.0,940.0
29,11110530,2022,3,88383945235,3684362,1164,1.23,28811.0,948.0
30,11110540,2019,1,9604960801,380947,390,1.49,25213.0,262.0
31,11110540,2019,2,10326503859,382938,345,1.49,26967.0,232.0
32,11110540,2019,3,11235133762,457529,366,1.49,24556.0,246.0
33,11110540,2019,4,12783791757,493214,399,1.49,25919.0,268.0
34,11110540,2020,1,8506260364,360002,380,1.49,23628.0,255.0
35,11110540,2020,2,9685499098,432194,351,1.49,22410.0,236.0
36,11110540,2020,3,7293211601,288450,328,1.49,25284.0,220.0
37,11110540,2020,4,7657560577,294457,316,1.49,26006.0,212.0
38,11110540,2021,1,6699602278,268023,296,1.49,24996.0,199.0
39,11110540,2021,2,9132082426,373500,315,1.49,24450.0,211.0
40,11110540,2021,3,7513971286,305453,300,1.49,24599.0,201.0
41,11110540,2021,4,9801497082,378545,284,1.49,25893.0,191.0
42,11110540,2022,1,7457070511,322601,172,1.49,23115.0,115.0
43,11110540,2022,2,13900333853,541780,176,1.49,25657.0,118.0
44,11110540,2022,3,11720649301,447431,180,1.49,26195.0,121.0
45,11110550,2019,1,3506705822,137876,191,2.27,23999.6,83.0
46,11110550,2019,2,3260735269,129812,174,2.27,24483.0,76.0
47,11110550,2019,3,3970224287,159842,194,2.27,24294.6,85.0
48,11110550,2019,4,4268688573,154064,163,2.27,25269.8,72.0
49,11110550,2020,1,3496732557,129670,156,2.27,25744.0,68.0
50,11110550,2020,2,4463839669,165627,155,2.27,25853.6,68.0
51,11110550,2020,3,3690213518,137353,150,2.27,25724.4,66.0
52,11110550,2020,4,3764349912,135549,138,2.27,25902.25,61.0
53,11110550,2021,1,2983621270,113159,136,2.27,24953.75,60.0
54,11110550,2021,2,3828300894,138060,145,2.27,25692.0,63.0
55,11110550,2021,3,2989964516,117490,138,2.27,24164.0,61.0
56,11110550,2021,4,3352133782,119450,145,2.27,28105.25,65.0
57,11110550,2022,1,2312468682,94343,74,2.27,25528.5,33.0
58,11110550,2022,2,3668805230,121283,73,2.27,29602.25,33.0
59,11110550,2022,3,3295958478,109034,72,2.27,29991.25,32.0
60,11110560,2019,1,5054591776,268922,157,8.87,34207.333333333336,18.0
61,11110560,2019,2,5104697160,298070,148,8.87,30702.666666666668,16.0
62,11110560,2019,3,5399577737,303711,162,8.87,32506.333333333332,18.0
63,11110560,2019,4,5534499246,308636,172,8.87,32977.666666666664,19.0
64,11110560,2020,1,4558416046,230789,170,8.87,31002.666666666668,19.0
65,11110560,2020,2,5226008855,265875,159,8.87,30034.333333333332,17.0
66,11110560,2020,3,4891755109,270276,156,8.87,28034.666666666668,17.0
67,11110560,2020,4,4367266749,237603,154,8.87,28940.333333333332,17.0
68,11110560,2021,1,3803695897,195966,150,8.87,30575.333333333332,16.0
69,11110560,2021,2,4599532569,230886,153,8.87,29937.0,17.0
70,11110560,2021,3,4375889177,215870,146,8.87,30508.666666666668,17.0
71,11110560,2021,4,5582536528,270260,171,8.87,32246.333333333332,19.0
72,11110560,2022,1,4676409165,219432,72,8.87,32823.333333333336,8.0
73,11110560,2022,2,6431962521,267099,73,8.87,36902.333333333336,8.0
74,11110560,2022,3,5744806283,225604,71,8.87,37857.666666666664,8.0
75,11110570,2019,1,1861767969,106051,70,0.36,31076.5,194.0
76,11110570,2019,2,1806189030,94043,67,0.36,32793.5,186.0
77,11110570,2019,3,1812525596,109007,70,0.36,27698.0,194.0
78,11110570,2019,4,1986535736,107982,67,0.36,36090.0,186.0
79,11110570,2020,1,1384884577,89840,66,0.36,29155.5,184.0
80,11110570,2020,2,1486081484,92986,66,0.36,29933.0,184.0
81,11110570,2020,3,1397093289,91961,69,0.36,29506.5,192.0
82,11110570,2020,4,1295913671,87652,66,0.36,27676.0,184.0
83,11110570,2021,1,1411464633,91715,71,0.36,24686.0,198.0
84,11110570,2021,2,1707150683,107427,75,0.36,26394.0,209.0
85,11110570,2021,3,1461738383,100531,73,0.36,23802.0,203.0
86,11110570,2021,4,1892224857,101736,63,0.36,28410.5,175.0
87,11110570,2022,1,1435492930,86904,24,0.36,25607.0,67.0
88,11110570,2022,2,2027939766,101192,24,0.36,31773.5,67.0
89,11110570,2022,3,1956511255,94471,24,0.36,33568.5,67.0
90,11110580,2019,1,12627004497,543044,521,0.35,23252.0,1489.0
91,11110580,2019,2,12336230571,587892,492,0.35,20984.0,1406.0
92,11110580,2019,3,12665439403,608727,536,0.35,20806.0,1531.0
93,11110580,2019,4,15233887846,697042,546,0.35,21855.0,1560.0
94,11110580,2020,1,12219375739,540757,536,0.35,22597.0,1531.0
95,11110580,2020,2,12201851648,552927,540,0.35,22068.0,1543.0
96,11110580,2020,3,11041239849,506813,530,0.35,21786.0,1514.0
97,11110580,2020,4,10537364966,462457,539,0.35,22786.0,1540.0
98,11110580,2021,1,9607836762,419590,539,0.35,22898.0,1540.0
99,11110580,2021,2,11150985928,517732,553,0.35,21538.0,1580.0
100,11110580,2021,3,9209280460,476874,546,0.35,19312.0,1560.0
101,11110580,2021,4,12443898270,510145,518,0.35,24393.0,1480.0
102,11110580,2022,1,9788253290,426330,259,0.35,22959.0,740.0
103,11110580,2022,2,13653209897,539968,259,0.35,25285.0,740.0
104,11110580,2022,3,13188599667,516131,262,0.35,25553.0,749.0
105,11110600,2019,1,15096842422,864727,604,0.54,34460.0,1118.0
106,11110600,2019,2,15084091908,872274,540,0.54,36376.0,999.0
107,11110600,2019,3,17188286203,971962,572,0.54,33145.333333333336,1059.0
108,11110600,2019,4,19293535647,1100374,578,0.54,40018.666666666664,1070.0
109,11110600,2020,1,14464280320,828227,573,0.54,52494.0,1061.0
110,11110600,2020,2,16597680541,976843,554,0.54,63179.333333333336,1026.0
111,11110600,2020,3,16940252295,959641,554,0.54,59754.666666666664,1026.0
112,11110600,2020,4,18187350125,1009022,551,0.54,78996.0,1020.0
113,11110600,2021,1,17340693809,958524,539,0.54,106244.33333333333,999.0
114,11110600,2021,2,22262065796,1218751,561,0.54,105967.66666666667,1039.0
115,11110600,2021,3,18938349232,1075832,563,0.54,91723.0,1043.0
116,11110600,2021,4,24806884059,1242233,543,0.54,99557.66666666667,1005.0
117,11110600,2022,1,22789676920,1195892,294,0.54,127911.66666666667,545.0
118,11110600,2022,2,29966340346,1499893,296,0.54,100312.0,549.0
119,11110600,2022,3,27065268239,1302195,299,0.54,107521.66666666667,555.0
120,11110615,2019,1,243165049165,10925420,6133,2.35,18999.81818181818,2610.0
121,11110615,2019,2,212724550543,10030972,5622,2.35,18606.090909090908,2392.0
122,11110615,2019,3,237924316899,11794313,6162,2.35,17991.545454545456,2624.0
123,11110615,2019,4,276809100907,11907035,6163,2.35,19617.636363636364,2625.0
124,11110615,2020,1,193737662558,9013929,6039,2.35,18999.81818181818,2570.0
125,11110615,2020,2,193068282159,9338645,5949,2.35,18346.272727272728,2533.0
126,11110615,2020,3,176471903600,8623476,5914,2.35,17725.090909090908,2516.0
127,11110615,2020,4,164189854417,7564940,5746,2.35,19166.090909090908,2446.0
128,11110615,2021,1,148675418105,6910309,5591,2.35,19013.727272727272,2378.0
129,11110615,2021,2,188696907223,9025324,5695,2.35,18534.363636363636,2422.0
130,11110615,2021,3,145427123353,7913074,5630,2.35,16660.727272727272,2396.0
131,11110615,2021,4,205281689950,8956943,5551,2.35,19586.727272727272,2363.0
132,11110615,2022,1,165687914373,7600073,3405,2.35,20772.7,1449.0
133,11110615,2022,2,251843387346,10420379,3434,2.35,22230.6,1462.0
134,11110615,2022,3,245593394346,10372795,3439,2.35,21469.5,1465.0
135,11110630,2019,1,17766009904,885399,953,0.6,16704.285714285714,1587.0
136,11110630,2019,2,16434185528,867233,852,0.6,17196.428571428572,1421.0
137,11110630,2019,3,17884878362,983328,951,0.6,17575.285714285714,1586.0
138,11110630,2019,4,21116964636,1064464,977,0.6,19071.375,1628.0
139,11110630,2020,1,15515296633,817686,960,0.6,17907.0,1600.0
140,11110630,2020,2,16407764674,876167,953,0.6,18390.625,1589.0
141,11110630,2020,3,15236719134,834339,936,0.6,19392.375,1560.0
142,11110630,2020,4,14260185566,730266,928,0.6,22273.5,1545.0
143,11110630,2021,1,13576490754,689513,912,0.6,21977.75,1520.0
144,11110630,2021,2,16389542652,860308,924,0.6,23427.125,1539.0
145,11110630,2021,3,13628801143,789792,923,0.6,28748.25,1539.0
146,11110630,2021,4,18084042313,900082,905,0.6,21441.625,1508.0
147,11110630,2022,1,15766617717,820513,429,0.6,20338.125,715.0
148,11110630,2022,2,20669233800,1006950,425,0.6,19320.0,709.0
149,11110630,2022,3,20706927618,1010701,421,0.6,19588.75,702.0
150,11110640,2019,1,9400381216,463128,431,0.78,19055.75,553.0
151,11110640,2019,2,8613617520,462754,402,0.78,17933.5,516.0
152,11110640,2019,3,9092643845,489524,426,0.78,18368.75,547.0
153,11110640,2019,4,10428223290,506034,403,0.78,20605.25,516.0
154,11110640,2020,1,7713475217,408874,395,0.78,18945.25,506.0
155,11110640,2020,2,7658298183,440051,381,0.78,18072.25,488.0
156,11110640,2020,3,7373826384,424783,373,0.78,17903.25,478.0
157,11110640,2020,4,7230857534,406997,371,0.78,18328.75,475.0
158,11110640,2021,1,6245682455,393545,354,0.78,17047.5,454.0
159,11110640,2021,2,6972832223,462944,353,0.78,16662.5,452.0
160,11110640,2021,3,6229068153,419612,354,0.78,16647.5,454.0
161,11110640,2021,4,7494266051,429806,354,0.78,16653.5,454.0
162,11110640,2022,1,6046563537,358677,182,0.78,15498.25,233.0
163,11110640,2022,2,8173166047,472737,192,0.78,16292.25,246.0
164,11110640,2022,3,7686287111,416417,192,0.78,17432.0,247.0
165,11110650,2019,1,49697769183,2626258,1745,1.12,16912.6,1559.0
166,11110650,2019,2,46364582666,2620849,1582,1.12,15392.2,1412.0
167,11110650,2019,3,48494873452,2747137,1748,1.12,16335.6,1561.0
168,11110650,2019,4,54846950443,2940690,1809,1.12,17064.0,1616.0
169,11110650,2020,1,38972863365,2120673,1754,1.12,16633.4,1565.0
170,11110650,2020,2,37013424615,2137971,1736,1.12,16069.4,1550.0
171,11110650,2020,3,34419460965,1976335,1693,1.12,16190.8,1511.0
172,11110650,2020,4,32302622966,1795436,1669,1.12,16580.6,1490.0
173,11110650,2021,1,28400281089,1589633,1620,1.12,16534.8,1447.0
174,11110650,2021,2,35254862526,2035326,1647,1.12,15916.2,1470.0
175,11110650,2021,3,30292156975,1779233,1581,1.12,15738.8,1412.0
176,11110650,2021,4,39736996595,2101576,1569,1.12,17010.0,1401.0
177,11110650,2022,1,33815169186,1784978,845,1.12,17544.8,754.0
178,11110650,2022,2,45693383873,2266864,857,1.12,18065.6,766.0
179,11110650,2022,3,45689667616,2270289,853,1.12,18452.6,762.0
180,11110670,2019,1,12585662724,579799,499,0.31,23327.428571428572,1611.0
181,11110670,2019,2,11206020957,576212,465,0.31,21157.285714285714,1501.0
182,11110670,2019,3,12085899109,595532,489,0.31,26597.285714285714,1577.0
183,11110670,2019,4,12730517264,617407,468,0.31,23142.833333333332,1509.0
184,11110670,2020,1,9500165514,468060,456,0.31,23701.5,1470.0
185,11110670,2020,2,9763397786,526528,454,0.31,21767.5,1464.0
186,11110670,2020,3,8925243902,490225,450,0.31,21684.166666666668,1451.0
187,11110670,2020,4,7988776914,419235,430,0.31,21728.666666666668,1387.0
188,11110670,2021,1,7235700581,366503,417,0.31,22969.333333333332,1344.0
189,11110670,2021,2,9779607682,555343,417,0.31,21954.833333333332,1344.0
190,11110670,2021,3,8318159940,502578,410,0.31,21298.0,1323.0
191,11110670,2021,4,9854708229,550441,402,0.31,22816.0,1296.0
192,11110670,2022,1,8989718680,497716,196,0.31,32069.166666666668,631.0
193,11110670,2022,2,11227385432,583491,197,0.31,30922.833333333332,635.0
194,11110670,2022,3,10664985596,508736,201,0.31,38447.833333333336,649.0
195,11110680,2019,1,4040771907,143908,247,0.26,27128.5,950.0
196,11110680,2019,2,4139026000,141297,232,0.26,27932.5,892.0
197,11110680,2019,3,3709642186,137817,241,0.26,25442.0,927.0
198,11110680,2019,4,4292439099,123931,221,0.26,33185.0,850.0
199,11110680,2020,1,3245808505,96505,233,0.26,32935.5,896.0
200,11110680,2020,2,3482661375,108289,232,0.26,31989.0,892.0
201,11110680,2020,3,3326490254,104307,227,0.26,31689.0,873.0
202,11110680,2020,4,3168101536,92823,216,0.26,33191.0,831.0
203,11110680,2021,1,2841593793,89220,219,0.26,31462.0,843.0
204,11110680,2021,2,3197392119,98108,224,0.26,32471.5,862.0
205,11110680,2021,3,2608925597,91459,214,0.26,28988.0,823.0
206,11110680,2021,4,3176545544,94448,208,0.26,34369.5,800.0
207,11110680,2022,1,2892492973,88163,111,0.26,33925.5,427.0
208,11110680,2022,2,3985637666,114632,108,0.26,34395.5,415.0
209,11110680,2022,3,3794332655,107215,108,0.26,35423.0,415.0
210,11110690,2019,1,426413670,27185,24,0.23,15686.0,104.0
211,11110690,2019,2,397239874,26773,22,0.23,14837.0,96.0
212,11110690,2019,3,349726009,25723,26,0.23,13596.0,113.0
213,11110690,2019,4,464416528,30577,33,0.23,15188.0,143.0
214,11110690,2020,1,433703882,28389,31,0.23,15277.0,135.0
215,11110690,2020,2,477352187,31362,33,0.23,15221.0,143.0
216,11110690,2020,3,449887370,29927,32,0.23,15033.0,139.0
217,11110690,2020,4,479868708,26889,33,0.23,17846.0,143.0
218,11110690,2021,1,417869186,25283,33,0.23,16528.0,143.0
219,11110690,2021,2,432597277,25572,34,0.23,16917.0,148.0
220,11110690,2021,3,418885030,25651,33,0.23,16330.0,143.0
221,11110690,2021,4,439745379,26266,30,0.23,16742.0,130.0
222,11110690,2022,1,386651604,24321,11,0.23,15898.0,48.0
223,11110690,2022,2,438485835,25867,11,0.23,16952.0,48.0
224,11110690,2022,3,416073653,24291,11,0.23,17129.0,48.0
225,11110700,2019,1,638667343,36297,34,0.23,17596.0,148.0
226,11110700,2019,2,945799790,49399,30,0.23,19146.0,130.0
227,11110700,2019,3,836568488,44170,33,0.23,18940.0,143.0
228,11110700,2019,4,459661023,20574,29,0.23,22342.0,126.0
229,11110700,2020,1,391737582,21522,25,0.23,18202.0,109.0
230,11110700,2020,2,669250341,36214,24,0.23,18480.0,104.0
231,11110700,2020,3,591022480,31953,24,0.23,18497.0,104.0
232,11110700,2020,4,373205983,20952,24,0.23,17812.0,104.0
233,11110700,2021,1,393501882,22132,22,0.23,17780.0,96.0
234,11110700,2021,2,651799891,35970,24,0.23,18121.0,104.0
235,11110700,2021,3,633632624,36466,23,0.23,17376.0,100.0
236,11110700,2021,4,280170490,17795,18,0.23,15744.0,78.0
237,11110700,2022,1,401277210,20593,7,0.23,19486.0,30.0
238,11110700,2022,2,707879737,34292,7,0.23,20643.0,30.0
239,11110700,2022,3,663939848,32122,7,0.23,20669.0,30.0
240,11110710,2019,1,4050584110,231646,236,0.35,20951.75,675.0
241,11110710,2019,2,3750112892,237629,213,0.35,20161.0,609.0
242,11110710,2019,3,3886787408,257153,238,0.35,19514.0,680.0
243,11110710,2019,4,4061548903,238904,245,0.35,20483.75,700.0
244,11110710,2020,1,3164058836,183928,242,0.35,20721.5,692.0
245,11110710,2020,2,3574015455,222238,240,0.35,20795.5,686.0
246,11110710,2020,3,3447908836,205751,234,0.35,21483.25,669.0
247,11110710,2020,4,3471266117,216251,243,0.35,20614.0,694.0
248,11110710,2021,1,2764169062,178480,240,0.35,19631.75,685.0
249,11110710,2021,2,3731602346,246341,237,0.35,19035.25,677.0
250,11110710,2021,3,3233361720,236738,228,0.35,18231.75,652.0
251,11110710,2021,4,3335579005,187149,221,0.35,20696.75,632.0
252,11110710,2022,1,2870419031,157978,101,0.35,22046.0,289.0
253,11110710,2022,2,4001981103,232382,101,0.35,22059.25,289.0
254,11110710,2022,3,3798025068,223596,100,0.35,22076.75,286.0
255,11140520,2019,1,207897394701,10083426,3086,0.95,19613.285714285714,3248.0
256,11140520,2019,2,196007040139,10403969,2952,0.95,18009.428571428572,3107.0
257,11140520,2019,3,209605093398,11317297,3082,0.95,17628.85714285714,3246.0
258,11140520,2019,4,248193602924,12250649,3164,0.95,17720.88888888889,3329.0
259,11140520,2020,1,177122635844,9339741,3312,0.95,16858.88888888889,3486.0
260,11140520,2020,2,164833232272,9061522,3298,0.95,15807.111111111111,3471.0
261,11140520,2020,3,160860158909,8907234,3269,0.95,15727.555555555555,3441.0
262,11140520,2020,4,157611364945,8133919,3257,0.95,17000.666666666668,3427.0
263,11140520,2021,1,149766258895,7790558,3196,0.95,16540.222222222223,3363.0
264,11140520,2021,2,174830721586,9337600,3206,0.95,15884.222222222223,3375.0
265,11140520,2021,3,145182070074,8737720,3176,0.95,14614.111111111111,3343.0
266,11140520,2021,4,198124172448,9889843,3122,0.95,16864.555555555555,3287.0
267,11140520,2022,1,160789730168,8341064,2411,0.95,16264.777777777777,2539.0
268,11140520,2022,2,222534575580,10439568,2411,0.95,17790.125,2538.0
269,11140520,2022,3,229484611068,10966730,2400,0.95,17500.75,2526.0
270,11140540,2019,1,38021010500,2159259,1276,0.84,16786.0,1521.0
271,11140540,2019,2,36669000876,2209042,1144,0.84,15531.57142857143,1363.0
272,11140540,2019,3,38560446162,2306477,1255,0.84,15598.0,1495.0
273,11140540,2019,4,42933002149,2402624,1251,0.84,16147.666666666666,1489.0
274,11140540,2020,1,31675069960,1829630,1231,0.84,15129.833333333334,1465.0
275,11140540,2020,2,31904544101,2044005,1228,0.84,14333.333333333334,1462.0
276,11140540,2020,3,29231395628,1904292,1224,0.84,14770.333333333334,1457.0
277,11140540,2020,4,28138477846,1676790,1188,0.84,15050.833333333334,1414.0
278,11140540,2021,1,28006056414,1703509,1161,0.84,16206.0,1381.0
279,11140540,2021,2,34693952858,2265505,1181,0.84,14422.833333333334,1405.0
280,11140540,2021,3,28571206866,2013555,1171,0.84,13322.833333333334,1393.0
281,11140540,2021,4,40096353815,2220552,1127,0.84,15864.166666666666,1342.0
282,11140540,2022,1,33446402897,1922703,604,0.84,16113.166666666666,718.0
283,11140540,2022,2,47920038282,2582662,610,0.84,17275.0,726.0
284,11140540,2022,3,45883837845,2617211,602,0.84,14190.142857142857,716.0
285,11140550,2019,1,126948887392,6198962,2866,0.99,20033.625,2894.0
286,11140550,2019,2,119812580640,6292897,2622,0.99,18793.875,2649.0
287,11140550,2019,3,124489411202,6798233,2857,0.99,17851.75,2885.0
288,11140550,2019,4,140247006923,7265960,2913,0.99,18293.125,2942.0
289,11140550,2020,1,93183653384,5214633,2807,0.99,17544.625,2835.0
290,11140550,2020,2,86370085351,4891145,2623,0.99,17599.125,2649.0
291,11140550,2020,3,83258088844,4757768,2571,0.99,17598.75,2597.0
292,11140550,2020,4,83605345323,4425996,2544,0.99,19293.625,2570.0
293,11140550,2021,1,79133324202,4192263,2444,0.99,18961.625,2469.0
294,11140550,2021,2,94657343310,5132993,2447,0.99,18725.125,2472.0
295,11140550,2021,3,78765110149,4768278,2392,0.99,17192.0,2417.0
296,11140550,2021,4,108876624875,5705693,2361,0.99,19349.625,2387.0
297,11140550,2022,1,88596447983,5034315,1548,0.99,18194.125,1565.0
298,11140550,2022,2,122586479011,6229598,1542,0.99,20221.25,1558.0
299,11140550,2022,3,122719385890,6235085,1542,0.99,19775.5,1558.0
300,11140570,2019,1,26981685370,1643876,988,1.14,15926.666666666666,867.0
301,11140570,2019,2,28734823657,1827260,913,1.14,15413.666666666666,802.0
302,11140570,2019,3,27044135650,1760887,991,1.14,16316.666666666666,869.0
303,11140570,2019,4,31359211837,2040518,1016,1.14,19902.333333333332,891.0
304,11140570,2020,1,21456637109,1438428,1018,1.14,17097.666666666668,892.0
305,11140570,2020,2,21576276294,1435296,1004,1.14,21611.0,880.0
306,11140570,2020,3,19364810532,1236633,982,1.14,19476.666666666668,862.0
307,11140570,2020,4,18717650252,1189607,947,1.14,18803.333333333332,831.0
308,11140570,2021,1,16146414694,1022588,914,1.14,16451.666666666668,802.0
309,11140570,2021,2,19738725577,1266065,929,1.14,17365.666666666668,815.0
310,11140570,2021,3,16334129022,1091862,923,1.14,16560.333333333332,810.0
311,11140570,2021,4,20848458122,1083463,898,1.14,18753.0,788.0
312,11140570,2022,1,16943548241,931857,484,1.14,19722.666666666668,426.0
313,11140570,2022,2,24285577034,1193574,472,1.14,20130.333333333332,415.0
314,11140570,2022,3,23099227907,1202747,478,1.14,21969.333333333332,420.0
315,11140580,2019,1,8606672024,388296,362,1.36,28515.8,266.0
316,11140580,2019,2,9069356882,390951,334,1.36,27601.4,246.0
317,11140580,2019,3,8747823014,408009,358,1.36,27115.0,262.0
318,11140580,2019,4,11601464325,521786,370,1.36,28990.8,272.0
319,11140580,2020,1,8085261514,373169,362,1.36,27868.4,266.0
320,11140580,2020,2,8637683712,391426,366,1.36,27017.0,269.0
321,11140580,2020,3,8304925611,360628,355,1.36,28402.0,261.0
322,11140580,2020,4,8000496246,335372,346,1.36,30630.6,254.0
323,11140580,2021,1,7179639300,304294,334,1.36,28123.2,246.0
324,11140580,2021,2,8617360982,363108,342,1.36,29216.6,252.0
325,11140580,2021,3,6973399777,305054,331,1.36,28423.6,243.0
326,11140580,2021,4,9090332845,353545,319,1.36,30724.0,234.0
327,11140580,2022,1,7567951343,313207,150,1.36,28839.4,110.0
328,11140580,2022,2,10273276626,390108,154,1.36,32963.4,114.0
329,11140580,2022,3,10267468673,390107,153,1.36,30590.4,113.0
330,11140590,2019,1,63304054563,3528209,1776,0.74,21369.375,2400.0
331,11140590,2019,2,63054973904,3593209,1688,0.74,19804.625,2282.0
332,11140590,2019,3,65040367187,3883233,1743,0.74,18996.75,2355.0
333,11140590,2019,4,72400562156,4271800,1720,0.74,21166.125,2325.0
334,11140590,2020,1,48886837710,2938112,1728,0.74,19867.875,2335.0
335,11140590,2020,2,50078498534,3079706,1717,0.74,19433.75,2321.0
336,11140590,2020,3,47520966045,2921774,1652,0.74,19323.625,2231.0
337,11140590,2020,4,44373720404,2632688,1589,0.74,19797.375,2147.0
338,11140590,2021,1,39695830971,2435639,1507,0.74,19860.625,2038.0
339,11140590,2021,2,49573771527,3238194,1517,0.74,19967.375,2050.0
340,11140590,2021,3,44635302010,2982091,1507,0.74,18872.5,2037.0
341,11140590,2021,4,52113336273,3084550,1466,0.74,21134.375,1981.0
342,11140590,2022,1,42968233462,2586972,1184,0.74,20826.875,1600.0
343,11140590,2022,2,56350893610,3138252,1206,0.74,21674.25,1630.0
344,11140590,2022,3,57554777657,3234653,1197,0.74,21865.75,1619.0
345,11140605,2019,1,35731846146,1476200,996,0.6,23895.2,1660.0
346,11140605,2019,2,36946962080,1565271,901,0.6,23961.4,1502.0
347,11140605,2019,3,42539815232,1831723,1057,0.6,22595.8,1762.0
348,11140605,2019,4,45508971597,1840693,1109,0.6,23627.2,1848.0
349,11140605,2020,1,35998145457,1625148,1117,0.6,22611.0,1862.0
350,11140605,2020,2,40363583234,1798757,1130,0.6,22865.4,1883.0
351,11140605,2020,3,38577834494,1743950,1121,0.6,22883.8,1869.0
352,11140605,2020,4,34266795774,1511825,1128,0.6,23428.0,1881.0
353,11140605,2021,1,32167124733,1419760,1129,0.6,24239.2,1882.0
354,11140605,2021,2,42019599383,1845090,1156,0.6,24473.0,1927.0
355,11140605,2021,3,35984569307,1739955,1124,0.6,22451.8,1874.0
356,11140605,2021,4,42882932192,1759084,1092,0.6,27597.0,1821.0
357,11140605,2022,1,35495318101,1515173,610,0.6,26928.0,1018.0
358,11140605,2022,2,49951951910,1846717,603,0.6,30561.0,1005.0
359,11140605,2022,3,47356523129,1783643,594,0.6,32023.0,990.0
360,11140615,2019,1,16122141082,732964,662,0.55,20315.11111111111,1202.0
361,11140615,2019,2,15976649060,755720,622,0.55,20030.444444444445,1130.0
362,11140615,2019,3,17374977332,888728,658,0.55,20433.333333333332,1196.0
363,11140615,2019,4,22773240278,1055618,689,0.55,23071.25,1253.0
364,11140615,2020,1,17480516776,871704,658,0.55,21911.666666666668,1196.0
365,11140615,2020,2,18312587573,954982,671,0.55,19830.9,1220.0
366,11140615,2020,3,17119996694,902744,662,0.55,19669.0,1202.0
367,11140615,2020,4,15773724071,834874,671,0.55,18993.1,1219.0
368,11140615,2021,1,13072143881,673693,652,0.55,19215.7,1185.0
369,11140615,2021,2,15564904726,813753,667,0.55,19998.7,1212.0
370,11140615,2021,3,14107140468,809192,670,0.55,18457.2,1216.0
371,11140615,2021,4,17912637339,927706,657,0.55,20190.7,1194.0
372,11140615,2022,1,14450390674,782051,371,0.55,19680.3,676.0
373,11140615,2022,2,18638759278,982629,364,0.55,20291.3,662.0
374,11140615,2022,3,18164646753,963576,367,0.55,21806.0,667.0
375,11140625,2019,1,17966463652,857393,507,0.51,21929.75,994.0
376,11140625,2019,2,17322050346,839689,471,0.51,22496.0,924.0
377,11140625,2019,3,18338611347,904000,523,0.51,21140.5,1026.0
378,11140625,2019,4,17979248503,934191,535,0.51,21813.75,1049.0
379,11140625,2020,1,15052186996,802652,523,0.51,21366.25,1025.0
380,11140625,2020,2,16158273025,859587,529,0.51,21604.0,1037.0
381,11140625,2020,3,14890687134,794422,515,0.51,21376.5,1009.0
382,11140625,2020,4,13499365130,712274,510,0.51,22442.75,1000.0
383,11140625,2021,1,12357121425,639367,495,0.51,22310.0,970.0
384,11140625,2021,2,14389522107,737547,494,0.51,21397.25,968.0
385,11140625,2021,3,12941968564,700191,477,0.51,21538.0,935.0
386,11140625,2021,4,15049254935,737234,482,0.51,21179.25,945.0
387,11140625,2022,1,13530911211,680446,259,0.51,20651.0,508.0
388,11140625,2022,2,17223830455,794747,262,0.51,21409.75,514.0
